2019-03-26 09:30:00.000000,0
2019-03-26 10:00:02.633350,2
2019-03-26 10:30:02.789648,4
2019-03-26 11:00:01.018896,5
2019-03-26 11:30:01.051277,7
2019-03-26 12:00:01.094805,8
2019-03-26 12:30:04.873978,13
2019-03-26 13:00:00.812872,17
2019-03-26 13:30:00.593163,19
2019-03-26 14:00:00.768661,25
2019-03-26 14:30:00.689054,25
2019-03-26 15:00:00.576028,27
2019-03-26 15:30:00.992630,27
2019-03-26 16:00:01.252392,29
2019-03-26 16:30:02.752487,29
2019-03-26 17:00:02.771061,32
2019-03-26 17:30:01.095500,33
2019-03-26 18:00:01.875304,33
2019-03-26 18:30:01.170277,41
2019-03-26 19:00:01.070242,43
2019-03-26 19:30:01.149974,44
2019-03-26 20:00:01.152609,48
2019-03-26 20:30:01.046690,55
2019-03-26 21:00:00.907484,62
2019-03-26 21:30:03.136954,65
2019-03-26 22:00:00.966081,73
2019-03-26 22:30:02.834946,91
2019-03-26 23:00:02.932891,132
