2019-03-29 11:36:54.216019,8
2019-03-29 12:00:00.820852,8
2019-03-29 12:30:00.662072,8
2019-03-29 13:00:00.614340,8
2019-03-29 13:30:00.630230,8
2019-03-29 14:00:00.621754,8
2019-03-29 14:30:00.841543,12
2019-03-29 15:00:00.623330,16
2019-03-29 15:30:01.059401,19
2019-03-29 16:00:01.105249,22
2019-03-29 16:30:01.111546,24
2019-03-29 17:00:01.092075,25
2019-03-29 17:30:02.757705,29
2019-03-29 18:00:02.710522,31
2019-03-29 18:30:02.694725,32
2019-03-29 19:00:00.641434,38
2019-03-29 19:30:04.143742,43
2019-03-29 20:00:03.136593,50
2019-03-29 20:30:02.831105,54
2019-03-29 21:00:03.015142,62
2019-03-29 21:30:02.722104,76
2019-03-29 22:00:00.871996,85
2019-03-29 22:30:01.020683,100
