2019-03-12 09:36:00.405030,0
2019-03-12 10:00:00.970739,5
2019-03-12 10:30:00.523036,5
2019-03-12 11:00:00.522535,8
2019-03-12 11:30:01.063448,18
2019-03-12 12:00:00.771618,18
2019-03-12 12:30:00.640746,21
2019-03-12 13:00:00.614159,21
2019-03-12 13:30:00.571098,21
2019-03-12 14:00:00.616032,23
2019-03-12 14:30:00.790866,23
2019-03-12 15:00:00.667744,23
2019-03-12 15:30:01.032097,28
2019-03-12 16:00:00.984536,35
2019-03-12 16:30:01.123316,36
2019-03-12 17:00:01.074532,38
2019-03-12 17:30:00.986638,40
2019-03-12 18:00:00.784650,42
2019-03-12 18:30:00.922198,44
2019-03-12 19:00:00.640949,48
2019-03-12 19:30:00.648242,49
2019-03-12 20:00:00.635461,50
2019-03-12 20:30:02.334921,57
2019-03-12 21:00:00.620691,62
2019-03-12 21:30:00.771530,77
2019-03-12 22:00:00.791553,97
