2019-03-18 09:30:00.000000,0
2019-03-18 10:32:54.570886,9
2019-03-18 11:00:00.921157,9
2019-03-18 11:30:01.134435,14
2019-03-18 12:00:01.121853,19
2019-03-18 12:30:02.021160,22
2019-03-18 13:00:01.346468,23
2019-03-18 13:30:01.063872,25
2019-03-18 14:00:00.889461,25
2019-03-18 14:30:00.961479,32
2019-03-18 15:00:00.965610,35
2019-03-18 15:30:01.033450,35
2019-03-18 16:00:01.193682,39
2019-03-18 16:30:00.954729,44
2019-03-18 17:00:00.630666,44
2019-03-18 17:30:00.618310,44
2019-03-18 18:00:00.803547,47
2019-03-18 18:30:00.933310,49
2019-03-18 19:00:01.630274,55
2019-03-18 19:30:00.566127,57
2019-03-18 20:00:00.751224,62
2019-03-18 20:30:00.568227,64
2019-03-18 21:00:00.898504,67
2019-03-18 21:30:00.644886,71
2019-03-18 22:00:00.647474,79
2019-03-18 22:30:00.673851,88
2019-03-18 23:00:03.445764,100
2019-03-18 23:30:00.718142,121
