2019-03-13 09:30:00.000000,0
2019-03-15 10:45:00.460014,6
2019-03-15 11:00:00.767252,9
2019-03-15 11:30:00.642571,12
2019-03-15 12:00:00.624746,18
2019-03-15 12:30:01.073212,22
2019-03-15 13:00:00.576157,33
2019-03-15 13:30:00.664382,36
2019-03-15 14:00:00.604425,43
2019-03-15 14:30:00.654659,44
2019-03-15 15:00:00.629009,53
2019-03-15 15:30:01.037408,54
2019-03-15 16:00:01.235386,64
2019-03-15 16:30:00.841859,66
2019-03-15 17:00:00.604667,66
2019-03-15 17:30:00.643719,66
2019-03-15 18:00:00.775476,71
2019-03-15 18:30:00.772244,73
2019-03-15 19:00:00.699745,80
