2019-04-05 09:30:00.000000,0
2019-04-05 10:02:00.469168,6
2019-04-05 10:30:00.690372,19
2019-04-05 11:00:00.841308,19
2019-04-05 11:30:00.616936,19
2019-04-05 12:00:00.671019,21
2019-04-05 12:30:00.697547,21
2019-04-05 13:00:00.666107,21
2019-04-05 13:30:00.745384,23
2019-04-05 14:00:00.652097,25
2019-04-05 14:30:01.189400,28
2019-04-05 15:00:01.177333,28
2019-04-05 15:30:02.680971,31
2019-04-05 16:00:02.738405,31
2019-04-05 16:30:02.742050,31
2019-04-05 17:00:02.744575,32
2019-04-05 17:30:02.669789,39
2019-04-05 18:00:02.964771,43
2019-04-05 18:30:02.769997,49
2019-04-05 19:00:02.591183,51
2019-04-05 19:30:02.752317,57
2019-04-05 20:00:02.988593,68
2019-04-05 20:30:02.785795,74
2019-04-05 21:00:03.695933,75
2019-04-05 21:30:03.130215,92
