2019-04-04 09:30:00.000000,0
2019-04-04 10:00:00.548971,0
2019-04-04 10:30:00.623665,4
2019-04-04 11:00:00.609858,4
2019-04-04 11:30:00.559284,10
2019-04-04 12:00:00.615853,19
2019-04-04 12:30:00.601968,22
2019-04-04 13:00:00.621038,25
2019-04-04 13:30:00.941592,25
2019-04-04 14:00:01.134404,25
2019-04-04 14:30:01.003150,26
2019-04-04 15:00:01.097698,30
2019-04-04 15:30:02.687041,32
2019-04-04 16:00:01.008322,35
2019-04-04 16:30:01.116514,38
2019-04-04 17:00:00.956799,38
2019-04-04 17:30:01.053081,40
2019-04-04 18:00:00.965279,49
2019-04-04 18:30:02.875673,52
2019-04-04 19:00:02.808404,54
2019-04-04 19:30:02.617838,64
2019-04-04 20:00:09.969754,69
2019-04-04 20:30:06.262398,87
2019-04-04 21:00:02.667314,98
