2019-03-28 09:30:00.000000,0
2019-03-28 10:00:00.614572,0
2019-03-28 10:30:00.578214,16
2019-03-28 11:00:00.867637,19
2019-03-28 11:30:00.990173,29
2019-03-28 12:00:00.644888,29
2019-03-28 12:30:00.696108,29
2019-03-28 13:00:00.794348,29
2019-03-28 13:30:00.599525,33
2019-03-28 14:00:00.602571,35
2019-03-28 14:30:00.566309,41
2019-03-28 15:00:00.624732,49
2019-03-28 15:30:02.700525,50
2019-03-28 16:00:02.923488,50
2019-03-28 16:30:02.967996,50
2019-03-28 17:00:02.864196,51
2019-03-28 17:30:02.742965,53
2019-03-28 18:00:02.965383,53
2019-03-28 18:30:02.812418,57
2019-03-28 19:00:03.075037,58
2019-03-28 19:30:02.765918,70
2019-03-28 20:00:02.651495,83
2019-03-28 20:30:02.651871,84
2019-03-28 21:00:02.723579,102
2019-03-28 21:30:03.105392,105
2019-03-28 22:00:02.925289,115
