2019-03-19 09:30:00.000000,0
2019-03-19 10:30:00.485497,6
2019-03-19 11:00:00.611399,8
2019-03-19 11:30:00.626514,22
2019-03-19 12:00:00.766305,22
2019-03-19 12:30:00.614244,24
2019-03-19 13:00:01.235463,35
2019-03-19 13:30:01.002390,39
2019-03-19 14:00:00.950133,39
2019-03-19 14:30:00.993653,39
2019-03-19 15:00:01.050813,40
2019-03-19 15:30:00.940747,40
2019-03-19 16:30:00.953759,42
2019-03-19 17:00:02.275351,42
2019-03-19 17:30:02.963490,48
2019-03-19 18:00:00.616241,51
2019-03-19 18:30:01.219466,54
2019-03-19 19:00:01.071617,59
2019-03-19 19:30:01.655804,63
2019-03-19 20:00:00.924882,71
2019-03-19 20:30:01.065180,82
2019-03-19 21:00:00.901748,89
2019-03-19 21:30:01.135799,89
2019-03-19 22:00:00.782768,130
