2019-03-22 09:30:00.000000,0
2019-03-22 10:00:00.941039,5
2019-03-22 10:30:00.578751,7
2019-03-22 11:00:00.694338,10
2019-03-22 11:30:00.652710,15
2019-03-22 12:00:00.482967,16
2019-03-22 12:30:00.582282,16
2019-03-22 13:00:00.572712,19
2019-03-22 13:30:00.826883,20
2019-03-22 14:00:00.557351,20
2019-03-22 14:30:01.093366,23
2019-03-22 15:00:00.921111,23
2019-03-22 15:30:00.996131,26
2019-03-22 16:00:00.591263,29
2019-03-22 16:30:00.588292,29
2019-03-22 17:00:00.651765,32
2019-03-22 17:30:00.544309,34
2019-03-22 18:00:00.616863,34
2019-03-22 18:30:00.575275,35
2019-03-22 19:00:00.987393,38
2019-03-22 19:30:00.565780,48
2019-03-22 20:00:00.473055,54
2019-03-22 20:30:00.594211,68
2019-03-22 21:00:00.559232,81
2019-03-22 21:30:00.816640,83
2019-03-22 22:00:00.634268,89
2019-03-22 22:30:00.770674,103
2019-03-22 23:00:00.576193,119
