2019-04-01 09:30:01.092529,0
2019-04-01 10:00:01.025651,2
2019-04-01 10:30:00.961138,8
2019-04-01 11:00:01.035329,10
2019-04-01 11:30:00.824514,16
2019-04-01 12:00:00.646406,19
2019-04-01 12:30:00.764545,26
2019-04-01 13:00:09.900030,27
2019-04-01 13:30:00.611723,29
2019-04-01 14:00:00.579340,29
2019-04-01 14:30:01.648852,35
2019-04-01 15:00:00.567153,36
2019-04-01 15:30:00.992002,36
2019-04-01 16:00:01.118474,40
2019-04-01 16:30:01.013800,43
2019-04-01 17:00:02.724111,43
2019-04-01 17:30:02.723899,46
2019-04-01 18:00:02.755483,48
2019-04-01 18:30:02.639968,55
2019-04-01 19:00:02.974499,56
2019-04-01 19:30:02.913493,66
2019-04-01 20:00:02.771897,79
2019-04-01 20:30:02.794726,99
2019-04-01 21:00:03.318687,114
2019-04-01 21:30:07.130346,114
